Category:1st_class,Category:3rd_class,Category:2nd_class,Category:crew,Age,Sex,Survived
0,0,1,0,child,female,1
0,0,1,0,child,female,1
0,0,1,0,child,female,1
0,0,1,0,child,female,1
0,0,1,0,child,female,1
0,0,1,0,child,female,1
0,0,1,0,child,female,1
0,0,1,0,child,female,1
0,0,1,0,child,female,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,male,1
1,0,0,0,adult,female,0
1,0,0,0,adult,female,0
1,0,0,0,adult,female,0
1,0,0,0,adult,female,0
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,1,0,adult,male,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,0,0,1,adult,female,1
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,male,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,1,0,0,child,female,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,0,0,1,adult,male,0
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
0,1,0,0,adult,male,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
1,0,0,0,adult,female,1
